Year,County,Hospital,OSHPDID,Surgery,# of Cases (ICD 9),# of Cases (ICD 10),LONGITUDE,LATITUDE
2013,Alameda,San Leandro Hospital,106013619,Rectum,1,,-122.14067,37.71364
2013,Alameda,San Leandro Hospital,106013619,Colon,8,,-122.14067,37.71364
2013,Alameda,Valleycare Medical Center,106014050,Stomach,1,,-121.88095,37.69206
2013,Alameda,Valleycare Medical Center,106014050,Lung,3,,-121.88095,37.69206
2013,Alameda,Valleycare Medical Center,106014050,Breast,64,,-121.88095,37.69206
2013,Alameda,Valleycare Medical Center,106014050,Esophagus,3,,-121.88095,37.69206
2013,Alameda,Valleycare Medical Center,106014050,Rectum,5,,-121.88095,37.69206
2013,Alameda,Valleycare Medical Center,106014050,Colon,25,,-121.88095,37.69206
2013,Alameda,Eden Medical Center,106014233,Bladder,1,,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,106014233,Breast,54,,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,106014233,Colon,13,,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,106014233,Stomach,1,,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,106014233,Liver,1,,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,106014233,Pancreas,1,,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,106014233,Brain,27,,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,106014233,Rectum,3,,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,106014233,Prostate,3,,-122.0874055,37.6983769
2013,Alameda,Eden Medical Center,106014233,Lung,10,,-122.0874055,37.6983769
2013,Amador,Sutter Amador Hospital,106034002,Colon,7,,-120.77272,38.34743
2013,Amador,Sutter Amador Hospital,106034002,Breast,3,,-120.77272,38.34743
2013,Butte,Biggs Gridley Memorial Hospital,106040802,Colon,2,,-121.69058,39.36705
2013,Butte,Feather River Hospital,106040875,Breast,48,,-121.57218,39.75641
2013,Butte,Feather River Hospital,106040875,Rectum,3,,-121.57218,39.75641
2013,Butte,Feather River Hospital,106040875,Colon,14,,-121.57218,39.75641
2013,Butte,Feather River Hospital,106040875,Lung,4,,-121.57218,39.75641
2013,Butte,Oroville Hospital,106040937,Breast,28,,-121.5428,39.50485
2013,Butte,Oroville Hospital,106040937,Stomach,1,,-121.5428,39.50485
2013,Butte,Oroville Hospital,106040937,Prostate,13,,-121.5428,39.50485
2013,Butte,Oroville Hospital,106040937,Rectum,1,,-121.5428,39.50485
2013,Butte,Oroville Hospital,106040937,Lung,1,,-121.5428,39.50485
2013,Butte,Oroville Hospital,106040937,Colon,12,,-121.5428,39.50485
2013,Butte,Enloe Medical Center – Esplanade,106040962,Rectum,7,,-121.84922,39.74224
2013,Butte,Enloe Medical Center – Esplanade,106040962,Colon,41,,-121.84922,39.74224
2013,Butte,Enloe Medical Center – Esplanade,106040962,Stomach,1,,-121.84922,39.74224
2013,Butte,Enloe Medical Center – Esplanade,106040962,Lung,14,,-121.84922,39.74224
2013,Butte,Enloe Medical Center – Esplanade,106040962,Brain,6,,-121.84922,39.74224
2013,Butte,Enloe Medical Center – Esplanade,106040962,Breast,158,,-121.84922,39.74224
2013,Butte,Enloe Medical Center – Esplanade,106040962,Bladder,4,,-121.84922,39.74224
2013,Butte,Enloe Medical Center – Esplanade,106040962,Prostate,10,,-121.84922,39.74224
2013,Calaveras,Mark Twain Medical Center,106050932,Colon,2,,-120.67105,38.19021
2013,Calaveras,Mark Twain Medical Center,106050932,Breast,9,,-120.67105,38.19021
2013,Colusa,Colusa Regional Medical Center,106060870,Colon,1,,-122.00031,39.20727
2013,Contra Costa,Doctors Medical Center – San Pablo,106070904,Breast,17,,-122.33866,37.95279
2013,Contra Costa,Doctors Medical Center – San Pablo,106070904,Prostate,1,,-122.33866,37.95279
2013,Contra Costa,Doctors Medical Center – San Pablo,106070904,Bladder,1,,-122.33866,37.95279
2013,Contra Costa,Doctors Medical Center – San Pablo,106070904,Stomach,2,,-122.33866,37.95279
2013,Contra Costa,Doctors Medical Center – San Pablo,106070904,Colon,11,,-122.33866,37.95279
2013,Contra Costa,Doctors Medical Center – San Pablo,106070904,Rectum,6,,-122.33866,37.95279
2013,Contra Costa,Contra Costa Regional Medical Center,106070924,Breast,77,,-122.13101,38.00646
2013,Contra Costa,Contra Costa Regional Medical Center,106070924,Rectum,3,,-122.13101,38.00646
2013,Contra Costa,Contra Costa Regional Medical Center,106070924,Stomach,1,,-122.13101,38.00646
2013,Contra Costa,Contra Costa Regional Medical Center,106070924,Colon,18,,-122.13101,38.00646
2013,Contra Costa,Sutter Delta Medical Center,106070934,Colon,9,,-121.8054,37.98222
2013,Contra Costa,Sutter Delta Medical Center,106070934,Stomach,1,,-121.8054,37.98222
2013,Contra Costa,Sutter Delta Medical Center,106070934,Bladder,1,,-121.8054,37.98222
2013,Contra Costa,Sutter Delta Medical Center,106070934,Breast,33,,-121.8054,37.98222
2013,Contra Costa,Sutter Delta Medical Center,106070934,Prostate,3,,-121.8054,37.98222
2013,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Brain,37,,-122.04183,37.91434
2013,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Stomach,1,,-122.04183,37.91434
2013,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Liver,5,,-122.04183,37.91434
2013,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Prostate,2,,-122.04183,37.91434
2013,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pancreas,2,,-122.04183,37.91434
2013,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Colon,32,,-122.04183,37.91434
2013,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Breast,107,,-122.04183,37.91434
2013,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Bladder,2,,-122.04183,37.91434
2013,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Lung,36,,-122.04183,37.91434
2013,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Esophagus,5,,-122.05828,37.8923
2013,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Colon,78,,-122.05828,37.8923
2013,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Stomach,3,,-122.05828,37.8923
2013,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Prostate,11,,-122.05828,37.8923
2013,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Rectum,26,,-122.05828,37.8923
2013,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Breast,375,,-122.05828,37.8923
2013,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pancreas,1,,-122.05828,37.8923
2013,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Lung,46,,-122.05828,37.8923
2013,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Bladder,4,,-122.05828,37.8923
2013,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Liver,1,,-122.05828,37.8923
2013,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Colon,30,,-122.03874,37.98615
2013,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Lung,28,,-122.03874,37.98615
2013,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Prostate,54,,-122.03874,37.98615
2013,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Stomach,3,,-122.03874,37.98615
2013,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Breast,68,,-122.03874,37.98615
2013,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Rectum,21,,-122.03874,37.98615
2013,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Esophagus,6,,-122.03874,37.98615
2013,Contra Costa,San Ramon Regional Medical Center,106074017,Prostate,16,,-121.96076,37.77713
2013,Contra Costa,San Ramon Regional Medical Center,106074017,Lung,3,,-121.96076,37.77713
2013,Contra Costa,San Ramon Regional Medical Center,106074017,Breast,104,,-121.96076,37.77713
2013,Contra Costa,San Ramon Regional Medical Center,106074017,Colon,19,,-121.96076,37.77713
2013,Contra Costa,San Ramon Regional Medical Center,106074017,Rectum,4,,-121.96076,37.77713
2013,Contra Costa,San Ramon Regional Medical Center,106074017,Liver,1,,-121.96076,37.77713
2013,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Breast,104,,-121.776854,37.951975
2013,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Pancreas,10,,-121.776854,37.951975
2013,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Colon,42,,-121.776854,37.951975
2013,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Liver,31,,-121.776854,37.951975
2013,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Stomach,12,,-121.776854,37.951975
2013,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Bladder,2,,-121.776854,37.951975
2013,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Rectum,6,,-121.776854,37.951975
2013,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Prostate,1,,-121.776854,37.951975
2013,Del Norte,Sutter Coast Hospital,106084001,Colon,4,,-124.19514,41.77278
2013,Del Norte,Sutter Coast Hospital,106084001,Breast,18,,-124.19514,41.77278
2013,El Dorado,Barton Memorial Hospital,106090793,Colon,4,,-119.99784,38.91224
2013,El Dorado,Barton Memorial Hospital,106090793,Breast,11,,-119.99784,38.91224
2013,El Dorado,Marshall Medical Center,106090933,Lung,3,,-120.7909638,38.72557326
2013,El Dorado,Marshall Medical Center,106090933,Rectum,5,,-120.7909638,38.72557326
2013,El Dorado,Marshall Medical Center,106090933,Prostate,1,,-120.7909638,38.72557326
2013,El Dorado,Marshall Medical Center,106090933,Stomach,1,,-120.7909638,38.72557326
2013,El Dorado,Marshall Medical Center,106090933,Colon,19,,-120.7909638,38.72557326
2013,El Dorado,Marshall Medical Center,106090933,Breast,45,,-120.7909638,38.72557326
2013,Fresno,Clovis Community Medical Center,106100005,Lung,14,,-119.66072,36.83745
2013,Fresno,Clovis Community Medical Center,106100005,Stomach,8,,-119.66072,36.83745
2013,Fresno,Clovis Community Medical Center,106100005,Pancreas,4,,-119.66072,36.83745
2013,Fresno,Clovis Community Medical Center,106100005,Rectum,10,,-119.66072,36.83745
2013,Fresno,Clovis Community Medical Center,106100005,Liver,2,,-119.66072,36.83745
2013,Fresno,Clovis Community Medical Center,106100005,Bladder,3,,-119.66072,36.83745
2013,Fresno,Clovis Community Medical Center,106100005,Esophagus,3,,-119.66072,36.83745
2013,Fresno,Clovis Community Medical Center,106100005,Colon,38,,-119.66072,36.83745
2013,Fresno,Clovis Community Medical Center,106100005,Prostate,35,,-119.66072,36.83745
2013,Fresno,Clovis Community Medical Center,106100005,Breast,362,,-119.66072,36.83745
2013,Fresno,Community Regional Medical Center – Fresno,106100717,Lung,11,,-119.78324,36.74253
2013,Fresno,Community Regional Medical Center – Fresno,106100717,Stomach,9,,-119.78324,36.74253
2013,Fresno,Community Regional Medical Center – Fresno,106100717,Colon,28,,-119.78324,36.74253
2013,Fresno,Community Regional Medical Center – Fresno,106100717,Prostate,50,,-119.78324,36.74253
2013,Fresno,Community Regional Medical Center – Fresno,106100717,Brain,37,,-119.78324,36.74253
2013,Fresno,Community Regional Medical Center – Fresno,106100717,Bladder,1,,-119.78324,36.74253
2013,Fresno,Community Regional Medical Center – Fresno,106100717,Liver,22,,-119.78324,36.74253
2013,Fresno,Community Regional Medical Center – Fresno,106100717,Breast,47,,-119.78324,36.74253
2013,Fresno,Community Regional Medical Center – Fresno,106100717,Pancreas,17,,-119.78324,36.74253
2013,Fresno,Community Regional Medical Center – Fresno,106100717,Rectum,14,,-119.78324,36.74253
2013,Fresno,Saint Agnes Medical Center,106100899,Rectum,10,,-119.7649963,36.8370782
2013,Fresno,Saint Agnes Medical Center,106100899,Breast,146,,-119.7649963,36.8370782
2013,Fresno,Saint Agnes Medical Center,106100899,Lung,28,,-119.7649963,36.8370782
2013,Fresno,Saint Agnes Medical Center,106100899,Prostate,38,,-119.7649963,36.8370782
2013,Fresno,Saint Agnes Medical Center,106100899,Stomach,1,,-119.7649963,36.8370782
2013,Fresno,Saint Agnes Medical Center,106100899,Colon,24,,-119.7649963,36.8370782
2013,Fresno,Saint Agnes Medical Center,106100899,Brain,4,,-119.7649963,36.8370782
2013,Fresno,Fresno Surgical Hospital,106104047,Breast,38,,-119.78155,36.82531
2013,Fresno,Fresno Surgical Hospital,106104047,Prostate,8,,-119.78155,36.82531
2013,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Brain,6,,-119.7832,36.84246
2013,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Stomach,1,,-119.7832,36.84246
2013,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Rectum,2,,-119.7832,36.84246
2013,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Lung,6,,-119.7832,36.84246
2013,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Breast,129,,-119.7832,36.84246
2013,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Bladder,1,,-119.7832,36.84246
2013,Fresno,Kaiser Foundation Hospital – Fresno,106104062,Colon,33,,-119.7832,36.84246
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,Colon,24,,-119.78931,36.8611
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,Stomach,3,,-119.78931,36.8611
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,Rectum,16,,-119.78931,36.8611
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,Lung,18,,-119.78931,36.8611
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,Pancreas,2,,-119.78931,36.8611
2013,Fresno,Fresno Heart and Surgical Hospital,106105029,Liver,3,,-119.78931,36.8611
2013,Humboldt,Mad River Community Hospital,106121002,Breast,3,,-124.09038,40.90351
2013,Humboldt,Mad River Community Hospital,106121002,Colon,9,,-124.09038,40.90351
2013,Humboldt,Mad River Community Hospital,106121002,Esophagus,1,,-124.09038,40.90351
2013,Humboldt,Redwood Memorial Hospital,106121051,Lung,1,,-124.13549,40.58267
2013,Humboldt,Redwood Memorial Hospital,106121051,Breast,21,,-124.13549,40.58267
2013,Humboldt,Redwood Memorial Hospital,106121051,Colon,4,,-124.13549,40.58267
2013,Humboldt,Saint Joseph Hospital – Eureka,106121080,Brain,2,,-124.14216,40.7832
2013,Humboldt,Saint Joseph Hospital – Eureka,106121080,Stomach,2,,-124.14216,40.7832
2013,Humboldt,Saint Joseph Hospital – Eureka,106121080,Prostate,4,,-124.14216,40.7832
2013,Humboldt,Saint Joseph Hospital – Eureka,106121080,Rectum,4,,-124.14216,40.7832
2013,Humboldt,Saint Joseph Hospital – Eureka,106121080,Pancreas,3,,-124.14216,40.7832
2013,Humboldt,Saint Joseph Hospital – Eureka,106121080,Breast,63,,-124.14216,40.7832
2013,Humboldt,Saint Joseph Hospital – Eureka,106121080,Lung,12,,-124.14216,40.7832
2013,Humboldt,Saint Joseph Hospital – Eureka,106121080,Colon,19,,-124.14216,40.7832
2013,Humboldt,Saint Joseph Hospital – Eureka,106121080,Bladder,4,,-124.14216,40.7832
2013,Imperial,El Centro Regional Medical Center,106130699,Prostate,18,,-115.49824,32.78138
2013,Imperial,El Centro Regional Medical Center,106130699,Colon,14,,-115.49824,32.78138
2013,Imperial,El Centro Regional Medical Center,106130699,Brain,1,,-115.49824,32.78138
2013,Imperial,El Centro Regional Medical Center,106130699,Breast,18,,-115.49824,32.78138
2013,Imperial,El Centro Regional Medical Center,106130699,Lung,4,,-115.49824,32.78138
2013,Imperial,El Centro Regional Medical Center,106130699,Bladder,1,,-115.49824,32.78138
2013,Imperial,Pioneers Memorial Healthcare District,106130760,Brain,1,,-115.55183,32.96003
2013,Imperial,Pioneers Memorial Healthcare District,106130760,Colon,4,,-115.55183,32.96003
2013,Imperial,Pioneers Memorial Healthcare District,106130760,Breast,12,,-115.55183,32.96003
2013,Imperial,Pioneers Memorial Healthcare District,106130760,Prostate,1,,-115.55183,32.96003
2013,Inyo,Northern Inyo Hospital,106141273,Colon,4,,-118.40756,37.36207
2013,Inyo,Northern Inyo Hospital,106141273,Breast,6,,-118.40756,37.36207
2013,Kern,Delano Regional Medical Center,106150706,Breast,7,,-119.23706,35.76143
2013,Kern,Delano Regional Medical Center,106150706,Stomach,1,,-119.23706,35.76143
2013,Kern,Delano Regional Medical Center,106150706,Rectum,3,,-119.23706,35.76143
2013,Kern,Delano Regional Medical Center,106150706,Colon,4,,-119.23706,35.76143
2013,Kern,Bakersfield Memorial Hospital,106150722,Bladder,1,,-119.00658,35.39051
2013,Kern,Bakersfield Memorial Hospital,106150722,Lung,26,,-119.00658,35.39051
2013,Kern,Bakersfield Memorial Hospital,106150722,Brain,15,,-119.00658,35.39051
2013,Kern,Bakersfield Memorial Hospital,106150722,Rectum,8,,-119.00658,35.39051
2013,Kern,Bakersfield Memorial Hospital,106150722,Stomach,5,,-119.00658,35.39051
2013,Kern,Bakersfield Memorial Hospital,106150722,Prostate,5,,-119.00658,35.39051
2013,Kern,Bakersfield Memorial Hospital,106150722,Colon,34,,-119.00658,35.39051
2013,Kern,Bakersfield Memorial Hospital,106150722,Breast,61,,-119.00658,35.39051
2013,Kern,Kern Medical Center,106150736,Brain,3,,-118.967222,35.380833
2013,Kern,Kern Medical Center,106150736,Liver,2,,-118.967222,35.380833
2013,Kern,Kern Medical Center,106150736,Lung,1,,-118.967222,35.380833
2013,Kern,Kern Medical Center,106150736,Stomach,4,,-118.967222,35.380833
2013,Kern,Kern Medical Center,106150736,Rectum,3,,-118.967222,35.380833
2013,Kern,Kern Medical Center,106150736,Breast,31,,-118.967222,35.380833
2013,Kern,Kern Medical Center,106150736,Colon,6,,-118.967222,35.380833
2013,Kern,Mercy Hospital – Bakersfield,106150761,Rectum,5,,-119.02715,35.37323
2013,Kern,Mercy Hospital – Bakersfield,106150761,Prostate,17,,-119.02715,35.37323
2013,Kern,Mercy Hospital – Bakersfield,106150761,Stomach,2,,-119.02715,35.37323
2013,Kern,Mercy Hospital – Bakersfield,106150761,Lung,4,,-119.02715,35.37323
2013,Kern,Mercy Hospital – Bakersfield,106150761,Colon,18,,-119.02715,35.37323
2013,Kern,Mercy Hospital – Bakersfield,106150761,Breast,100,,-119.02715,35.37323
2013,Kern,Mercy Hospital – Bakersfield,106150761,Brain,2,,-119.02715,35.37323
2013,Kern,Mercy Hospital – Bakersfield,106150761,Bladder,1,,-119.02715,35.37323
2013,Kern,Good Samaritan Hospital – Bakersfield,106150775,Prostate,1,,-119.03913,35.41216
2013,Kern,Ridgecrest Regional Hospital,106150782,Breast,6,,-117.66996,35.6404
2013,Kern,Ridgecrest Regional Hospital,106150782,Colon,4,,-117.66996,35.6404
2013,Kern,Ridgecrest Regional Hospital,106150782,Rectum,1,,-117.66996,35.6404
2013,Kern,San Joaquin Community Hospital,106150788,Rectum,6,,-119.018775,35.383064
2013,Kern,San Joaquin Community Hospital,106150788,Stomach,2,,-119.018775,35.383064
2013,Kern,San Joaquin Community Hospital,106150788,Colon,48,,-119.018775,35.383064
2013,Kern,San Joaquin Community Hospital,106150788,Prostate,13,,-119.018775,35.383064
2013,Kern,San Joaquin Community Hospital,106150788,Lung,6,,-119.018775,35.383064
2013,Kern,San Joaquin Community Hospital,106150788,Pancreas,2,,-119.018775,35.383064
2013,Kern,San Joaquin Community Hospital,106150788,Bladder,1,,-119.018775,35.383064
2013,Kern,San Joaquin Community Hospital,106150788,Breast,93,,-119.018775,35.383064
2013,Kern,San Joaquin Community Hospital,106150788,Brain,13,,-119.018775,35.383064
2013,Kern,Bakersfield Heart Hospital,106154101,Colon,4,,-119.04314,35.38619
2013,Kern,Bakersfield Heart Hospital,106154101,Breast,2,,-119.04314,35.38619
2013,Kern,Bakersfield Heart Hospital,106154101,Stomach,1,,-119.04314,35.38619
2013,Kings,Adventist Medical Center,106164029,Lung,2,,-119.6683912,36.3256247
2013,Kings,Adventist Medical Center,106164029,Rectum,6,,-119.6683912,36.3256247
2013,Kings,Adventist Medical Center,106164029,Liver,2,,-119.6683912,36.3256247
2013,Kings,Adventist Medical Center,106164029,Prostate,7,,-119.6683912,36.3256247
2013,Kings,Adventist Medical Center,106164029,Colon,22,,-119.6683912,36.3256247
2013,Kings,Adventist Medical Center,106164029,Stomach,1,,-119.6683912,36.3256247
2013,Kings,Adventist Medical Center,106164029,Breast,53,,-119.6683912,36.3256247
2013,Kings,Adventist Medical Center,106164029,Bladder,1,,-119.6683912,36.3256247
2013,Lake,Saint Helena Hospital – Clearlake,106171049,Colon,6,,-122.6201,38.93556
2013,Lake,Saint Helena Hospital – Clearlake,106171049,Breast,6,,-122.6201,38.93556
2013,Lake,Sutter Lakeside Hospital,106171395,Colon,9,,-122.91003,39.10232
2013,Lake,Sutter Lakeside Hospital,106171395,Breast,8,,-122.91003,39.10232
2013,Los Angeles,Alhambra Hospital Medical Center,106190017,Rectum,6,,-118.1449,34.08988
2013,Los Angeles,Alhambra Hospital Medical Center,106190017,Breast,25,,-118.1449,34.08988
